"","Text","Lat","Long","Location","Dialect","Genre","YoC","YoM","AuthName","AuthBD","AuthSex","AuthAge","RecName","RecBD","RecSex","RecAge","RecRelation","Words","OCWords","NamWords","ForWords","Types","OCTypes","NamTypes","ForTypes","Chars","OCChars","NamChars","ForChars","Tokens","pseud","pass","act","relative","questions","selected","advantage"
"419736","STAT1660","x","x","x","x","X",1663,1666,"x","xxxx","m","xx","x","xxxx","x","xx","x",10758,3161,676,87,1728,1024,141,58,49785,20521,4214,412,79,"p","van","nan","nie","qnie","selpse","not"
"420252","STAT1670","x","x","x","x","X",1670,1671,"x","xxxx","m","xx","x","xxxx","x","xx","x",3437,978,72,0,619,334,38,0,15380,6235,506,0,31,"p","van","nan","nie","qnie","selpse","not"
"422010","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"423202","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"423232","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"p","van","nan","nie","qnie","selpse","not"
"423328","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"423351","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"p","van","nan","nie","qnie","selpse","not"
"423542","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"423928","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"424054","THOWARD2","x","x","x","x","t",1571,1571,"x","xxxx","x","xx","x","xxxx","x","xx","x",34259,10110,1193,89,2779,1853,200,58,143300,60233,7895,482,1813,"b","nan","act","nie","qnie","selact","not"
"424216","TILLOTS-C","x","x","x","x","R",1680,1680,"John_Tillotson","1630","m","50","x","xxxx","x","xx","x",6502,1763,180,15,1235,750,64,14,27787,11423,1087,81,227,"b","nan","act","nie","qnie","selact","not"
"426317","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426498","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426524","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426700","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426750","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"p","van","nan","nie","qnie","selpse","not"
"426752","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426857","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"426872","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427034","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427040","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427657","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427703","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427746","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"427844","TYNDNEW","x","x","x","x","W",1534,1534,"William_Tyndale","1492","m","42","x","xxxx","x","xx","x",35813,10018,2245,1,2878,1944,336,1,142509,55761,12462,7,2920,"b","nan","act","nie","qnie","selact","not"
"430436","UNDERHILL","x","x","x","x","A",1561,1561,"Edward_Underhill","1512","m","49","x","xxxx","x","xx","x",5638,1593,313,2,1384,799,147,2,23684,9264,1959,13,293,"b","nan","act","nie","qnie","selact","not"
"430489","UNDERHILL","x","x","x","x","A",1561,1561,"Edward_Underhill","1512","m","49","x","xxxx","x","xx","x",5638,1593,313,2,1384,799,147,2,23684,9264,1959,13,293,"b","nan","act","nie","qnie","selact","not"
"433026","VICARY","x","x","x","x","M",1548,1548,"Thomas_Vicary","xxxx","m","xx","x","xxxx","x","xx","x",19768,5502,78,335,2420,1451,28,144,83259,33590,424,2226,1060,"p","van","nan","nie","qnie","selpse","not"
"433331","WALTON","x","x","x","x","H",1676,1676,"Izaak_Walton","1593","m","83","x","xxxx","x","xx","x",17830,5409,347,12,2385,1610,140,9,67832,27701,1998,58,986,"b","nan","act","nie","qnie","selact","not"
"433561","WALTON","x","x","x","x","H",1676,1676,"Izaak_Walton","1593","m","83","x","xxxx","x","xx","x",17830,5409,347,12,2385,1610,140,9,67832,27701,1998,58,986,"p","van","nan","nie","qnie","selpse","not"
"433977","WALTON","x","x","x","x","H",1676,1676,"Izaak_Walton","1593","m","83","x","xxxx","x","xx","x",17830,5409,347,12,2385,1610,140,9,67832,27701,1998,58,986,"b","nan","act","nie","qnie","selact","not"
"434134","WCECIL1580","x","x","x","x","L",1587,1588,"William_Cecil","1520","m","67","x","xxxx","x","xx","x",1633,496,50,1,611,355,36,1,7069,3192,307,2,53,"b","nan","act","nie","qnie","selact","not"
"434193","WCECIL1580","x","x","x","x","L",1587,1588,"William_Cecil","1520","m","67","x","xxxx","x","xx","x",1633,496,50,1,611,355,36,1,7069,3192,307,2,53,"b","nan","act","nie","qnie","selact","not"
"436078","ALLEN_002","x","x","x","x","L",1579,1579,"William_Allen","1532","m","47","Owen_Lewis","_","m","_","x",4056,1015,129,107,1079,598,63,90,24962,5993,652,613,116,"b","nan","act","nie","qnie","selact","not"
"436079","ALLEN_002","x","x","x","x","L",1579,1579,"William_Allen","1532","m","47","Owen_Lewis","_","m","_","x",4056,1015,129,107,1079,598,63,90,24962,5993,652,613,116,"b","nan","act","nie","qnie","selact","not"
"436422","ALLEN_002","x","x","x","x","L",1579,1579,"William_Allen","1532","m","47","Owen_Lewis","_","m","_","x",4056,1015,129,107,1079,598,63,90,24962,5993,652,613,116,"b","nan","act","nie","qnie","selact","not"
"436481","ALLEN_004","x","x","x","x","L",1593,1593,"William_Allen","1532","m","61","John_Arden","_","m","_","x",128,34,3,1,84,33,3,1,701,176,13,9,3,"b","nan","act","nie","qnie","selact","not"
"436999","ARUNDEL_016","x","x","x","x","l",1615,1615,"Thomas_Howard_Iii","1585","m","30","Anne_Howard[n.dacre]","1553","f","62","MOTHER",334,87,22,0,170,81,17,0,3345,479,135,0,18,"p","van","nan","nie","qnie","selpse","not"
"437467","ARUNDEL_029","x","x","x","x","L",1620,1620,"Inigo_Jones","1573","m","47","Thomas_Howard_Iii","1585","m","35","x",481,131,23,0,220,105,18,0,3707,783,121,0,21,"p","van","nan","nie","qnie","selpse","not"
"437954","ARUNDEL_043","x","x","x","x","L",1632,1632,"Richard_Plumleigh","_","m","_","Thomas_Howard_Iii","1585","m","47","x",228,57,13,1,131,49,12,1,1764,317,78,4,10,"b","nan","act","nie","qnie","selact","not"
"437981","ARUNDEL_044","x","x","x","x","L",1632,1632,"Thomas_Howard_Iii","1585","m","47","Elizabeth_Stuart","1596","f","36","x",165,45,6,0,97,39,5,0,1121,264,24,0,5,"p","van","nan","nie","qnie","selpse","not"
"438171","ARUNDEL_047","x","x","x","x","L",1633,1633,"Elizabeth_Stuart","1596","f","37","Thomas_Howard_Iii","1585","m","48","x",519,106,32,2,202,92,28,2,4563,579,202,6,29,"b","nan","act","nie","qnie","selact","not"
"438521","ARUNDEL_057","x","x","x","x","l",1636,1636,"Henry_Frederick_Howard","1608","m","28","William_Petty_2","_","m","_","FAMILY_SERVANT",197,45,9,16,115,42,9,12,2012,247,45,91,11,"b","nan","act","nie","qnie","selact","not"
"438894","ARUNDEL_065","x","x","x","x","l",1637,1637,"Henry_Frederick_Howard","1608","m","29","William_Petty_2","_","m","_","FAMILY_SERVANT",658,149,51,0,246,104,31,0,5669,834,290,0,28,"p","van","nan","nie","qnie","selpse","not"
"440688","BACON_026","x","x","x","x","l",1572,1572,"Edward_Bacon","1548","m","24","Nathaniel_Bacon_I","1546","m","26","BROTHER",524,111,35,0,219,92,25,0,5907,670,193,0,36,"b","nan","act","nie","qnie","selact","not"
"442659","BACON_070","x","x","x","x","L",1570,1570,"Nathaniel_Bacon_I","1546","m","_","William_Smythe","_","m","_","x",252,56,21,0,131,50,16,0,1909,336,127,0,11,"b","nan","act","nie","qnie","selact","not"
"443037","BACON_076","x","x","x","x","l",1573,1573,"Edward_Bacon","1548","m","25","Nathaniel_Bacon_I","1546","m","27","BROTHER",1119,261,45,0,404,207,36,0,9626,1573,264,0,48,"p","van","nan","nie","qnie","selpse","not"
"443696","BACON_092","x","x","x","x","l",1574,1574,"Edward_Bacon","1548","m","26","Nathaniel_Bacon_I","1546","m","28","BROTHER",491,102,30,0,203,89,25,0,4679,597,194,0,26,"p","van","nan","nie","qnie","selpse","not"
"443711","BACON_092","x","x","x","x","l",1574,1574,"Edward_Bacon","1548","m","26","Nathaniel_Bacon_I","1546","m","28","BROTHER",491,102,30,0,203,89,25,0,4679,597,194,0,26,"p","van","nan","nie","qnie","selpse","not"
"443724","BACON_092","x","x","x","x","l",1574,1574,"Edward_Bacon","1548","m","26","Nathaniel_Bacon_I","1546","m","28","BROTHER",491,102,30,0,203,89,25,0,4679,597,194,0,26,"p","van","nan","nie","qnie","selpse","not"
"443974","BACON_098","x","x","x","x","l",1574,1574,"Edward_Bacon","1548","m","26","Nathaniel_Bacon_I","1546","m","28","BROTHER",1187,284,61,0,416,208,40,0,11548,1751,387,0,62,"b","nan","act","nie","qnie","selact","not"
"444541","BACON_109","x","x","x","x","L",1574,1574,"John_Saunders","_","m","_","Nathaniel_Bacon_I","1546","m","28","x",247,51,23,0,123,46,16,0,2298,308,133,0,16,"p","van","nan","nie","qnie","selpse","not"
"444635","BACON_113","x","x","x","x","l",1574,1574,"Francis_Wyndham","_","m","_","Nathaniel_Bacon_I","1546","m","28","BROTHER_IN_LAW",510,104,44,2,218,86,29,2,4375,621,272,8,20,"p","van","nan","nie","qnie","selpse","not"
"445601","BACON_122","x","x","x","x","l",1575,1575,"Edward_Bacon","1548","m","27","Nathaniel_Bacon_I","1546","m","29","BROTHER",243,59,22,0,130,52,19,0,2728,325,136,0,16,"p","van","nan","nie","qnie","selpse","not"
"445659","BACON_123","x","x","x","x","l",1575,1575,"Francis_Wyndham","_","m","_","Nathaniel_Bacon_I","1546","m","29","BROTHER_IN_LAW",1981,531,52,3,508,297,28,3,15008,3035,346,11,62,"b","nan","act","nie","qnie","selact","not"
"446713","BACON_144","x","x","x","x","L",1576,1576,"Robert_Barwick","_","m","_","Nathaniel_Bacon_I","1546","m","30","x",668,170,12,0,223,110,12,0,4777,874,75,0,28,"p","van","nan","nie","qnie","selpse","not"
"446938","BACON_147","x","x","x","x","l",1576,1576,"Nathaniel_Bacon_I","1546","m","30","Nicholas_Bacon_I","1510","m","66","FATHER",495,140,4,0,193,105,4,0,4817,673,25,0,29,"p","van","nan","nie","qnie","selpse","not"
"449357","BACON_199","x","x","x","x","L",1578,1578,"John_Becon","_","m","_","Nathaniel_Bacon_I","1546","m","32","x",539,136,39,1,249,123,25,1,3704,835,211,4,19,"p","van","nan","nie","qnie","selpse","not"
"450273","BACON_219","x","x","x","x","l",1579,1579,"John_Baker","_","m","_","Nathaniel_Bacon_I","1546","m","33","x",533,136,38,5,218,103,24,5,4048,704,206,33,23,"b","nan","act","nie","qnie","selact","not"
"450730","BACON_224","x","x","x","x","l",1579,1579,"Edward_Bacon","1548","m","31","Nathaniel_Bacon_I","1546","m","33","BROTHER",286,57,20,0,127,49,15,0,3135,324,115,0,19,"b","nan","act","nie","qnie","selact","not"
"450854","BACON_227","x","x","x","x","L",1579,1579,"Nicholas_Bacon_Ii","1543","m","36","William_Cecil","1520","m","59","x",355,91,10,4,150,65,9,1,2376,540,67,16,12,"p","van","nan","nie","qnie","selpse","not"
"452740","BACON_256","x","x","x","x","l",1582,1582,"Edward_Bacon","1548","m","34","Nathaniel_Bacon_I","1546","m","36","BROTHER",414,106,20,0,187,80,16,0,4424,587,100,0,26,"b","nan","act","nie","qnie","selact","not"
"454120","BACON_292","x","x","x","x","l",1583,1583,"Edward_Bacon","1548","m","35","Nathaniel_Bacon_I","1546","m","37","BROTHER",433,77,30,0,182,63,25,0,4495,448,187,0,27,"b","nan","act","nie","qnie","selact","not"
"454201","BACON_293","x","x","x","x","l",1583,1583,"Edward_Bacon","1548","m","35","Nathaniel_Bacon_I","1546","m","37","BROTHER",553,114,29,0,238,95,25,0,5437,689,174,0,30,"p","van","nan","nie","qnie","selpse","not"
"454513","BACON_298","x","x","x","x","l",1584,1584,"Edward_Bacon","1548","m","36","Nathaniel_Bacon_I","1546","m","38","BROTHER",540,108,36,0,198,87,20,0,5927,656,198,0,36,"p","van","nan","nie","qnie","selpse","not"
"454568","BACON_299","x","x","x","x","l",1584,1584,"Francis_Wyndham","_","m","_","Nathaniel_Bacon_I","1546","m","38","BROTHER_IN_LAW",496,124,19,3,218,104,16,3,4449,795,117,13,21,"p","van","nan","nie","qnie","selpse","not"
"454634","BACON_301","x","x","x","x","l",1584,1584,"Robert_Bacon","_","m","_","Nathaniel_Bacon_I","1546","m","38","COUSIN",766,228,23,4,300,146,18,4,4893,1223,136,18,19,"p","van","nan","nie","qnie","selpse","not"
"455036","BACON_310","x","x","x","x","L",1585,1585,"Henry_Stutfield","_","m","_","Nathaniel_Bacon_I","1546","m","39","x",725,180,45,0,298,150,35,0,5509,1006,292,0,32,"p","van","nan","nie","qnie","selpse","not"
"455490","BACON_322","x","x","x","x","l",1587,1587,"Martin_Man","_","m","_","Nathaniel_Bacon_I","1546","m","41","x",732,184,65,1,290,135,43,1,6424,1133,335,6,39,"b","nan","act","nie","qnie","selact","not"
"455784","BACON_327","x","x","x","x","L",1587,1587,"Nathaniel_Bacon_I","1546","m","41","Names_Unknown_8","_","m","_","x",467,105,22,0,192,88,13,0,3251,633,116,0,17,"p","van","nan","nie","qnie","selpse","not"
"455839","BACON_328","x","x","x","x","L",1587,1587,"William_Downing","_","m","_","Nathaniel_Bacon_I","1546","m","41","x",1032,289,30,7,394,210,26,7,7673,1802,189,27,41,"b","nan","act","nie","qnie","selact","not"
"456038","BACON_331","x","x","x","x","l",1587,1587,"Francis_Wyndham","_","m","_","Nathaniel_Bacon_I","1546","m","41","BROTHER_IN_LAW",607,149,25,0,253,124,20,0,5612,903,175,0,27,"b","nan","act","nie","qnie","selact","not"
"456808","BACON_349","x","x","x","x","L",1591,1591,"Nathaniel_Bacon_I","1546","m","45","Nathaniel_Bacon_I","1546","m","45","x",840,219,19,8,308,148,15,5,5786,1336,119,42,27,"p","van","nan","nie","qnie","selpse","not"
"457740","BACON_363","x","x","x","x","l",1592,1592,"Nathaniel_Bacon_I","1546","m","46","Elizabeth_D'oyly/neville","1541","f","51","SISTER",1883,396,29,0,447,233,17,0,15289,2343,174,0,71,"b","nan","act","nie","qnie","selact","not"
"457956","BACON_366","x","x","x","x","l",1593,1593,"Nathaniel_Bacon_I","1546","m","47","Jane_Townshend","_","f","_","x",482,121,5,0,204,96,4,0,3369,762,28,0,17,"p","van","nan","nie","qnie","selpse","not"
"458361","BACON_375","x","x","x","x","L",1594,1594,"Edward_Coke","1552","m","42","Nathaniel_Bacon_I","1546","m","48","x",202,48,9,0,120,45,8,0,1537,302,62,0,8,"p","van","nan","nie","qnie","selpse","not"
"458466","BACON_377","x","x","x","x","l",1594,1594,"Nathaniel_Bacon_I","1546","m","48","Jane_Townshend","_","f","_","x",1369,331,12,1,375,206,9,1,9236,1965,68,4,45,"p","van","nan","nie","qnie","selpse","not"
"458683","BACON_380","x","x","x","x","l",1594,1594,"Anne_Townshend[n.bacon]","1573","f","21","Nathaniel_Bacon_I","1546","m","48","FATHER",510,117,24,0,207,96,18,0,4605,679,126,0,22,"b","nan","act","nie","qnie","selact","not"
"458981","BARRING_006","x","x","x","x","l",1628,1628,"Gilbert_Gerard","_","m","_","Joan_Barrington","1558","f","70","MOTHER_IN_LAW",873,204,27,0,285,148,20,0,7481,1152,164,0,37,"b","nan","act","nie","qnie","selact","not"
"459009","BARRING_006","x","x","x","x","l",1628,1628,"Gilbert_Gerard","_","m","_","Joan_Barrington","1558","f","70","MOTHER_IN_LAW",873,204,27,0,285,148,20,0,7481,1152,164,0,37,"p","van","nan","nie","qnie","selpse","not"
"459333","BARRING_011","x","x","x","x","l",1629,1629,"Robert_Barrington","_","m","_","Joan_Barrington","1558","f","71","MOTHER",696,149,38,0,261,120,31,0,6525,879,231,0,37,"p","van","nan","nie","qnie","selpse","not"
"459534","BARRING_015","x","x","x","x","l",1629,1629,"Robert_Barrington","_","m","_","Joan_Barrington","1558","f","71","MOTHER",288,67,12,0,155,60,10,0,2870,370,73,0,17,"b","nan","act","nie","qnie","selact","not"
"460099","BARRING_022","x","x","x","x","l",1629,1629,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","71","MOTHER",242,54,22,0,135,49,16,0,2378,332,126,0,13,"b","nan","act","nie","qnie","selact","not"
"460262","BARRING_025","x","x","x","x","l",1629,1629,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","71","MOTHER",466,100,15,1,198,81,13,1,3746,578,85,3,19,"b","nan","act","nie","qnie","selact","not"
"462905","BARRING_084","x","x","x","x","l",1630,1630,"William_Masham","_","m","_","Joan_Barrington","1558","f","72","MOTHER_IN_LAW",529,131,17,0,237,101,16,0,4701,760,89,0,23,"b","nan","act","nie","qnie","selact","not"
"463276","BARRING_094","x","x","x","x","l",1630,1630,"William_Meux","_","m","_","Joan_Barrington","1558","f","72","MOTHER_IN_LAW",239,47,11,0,129,45,9,0,2479,276,57,0,14,"p","van","nan","nie","qnie","selpse","not"
"464182","BARRING_114","x","x","x","x","L",1630,1630,"John_Luke","_","m","_","Judith_Barrington","_","f","_","x",661,151,36,0,268,128,25,0,4225,851,208,0,22,"b","nan","act","nie","qnie","selact","not"
"464828","BARRING_124","x","x","x","x","l",1631,1631,"William_Masham","_","m","_","Joan_Barrington","1558","f","73","MOTHER_IN_LAW",309,84,21,4,167,74,15,2,2984,481,125,16,15,"b","nan","act","nie","qnie","selact","not"
"464988","BARRING_128","x","x","x","x","l",1631,1631,"Gilbert_Gerard","_","m","_","Joan_Barrington","1558","f","73","MOTHER_IN_LAW",474,97,9,0,199,80,9,0,4271,539,54,0,22,"b","nan","act","nie","qnie","selact","not"
"465174","BARRING_131","x","x","x","x","l",1631,1631,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","73","MOTHER",416,103,11,0,196,86,10,0,3435,534,67,0,18,"b","nan","act","nie","qnie","selact","not"
"466049","BARRING_153","x","x","x","x","l",1631,1631,"Robert_Barrington","_","m","_","Joan_Barrington","1558","f","73","MOTHER",901,224,37,0,318,157,26,0,9002,1234,229,0,53,"b","nan","act","nie","qnie","selact","not"
"466170","BARRING_154","x","x","x","x","l",1631,1631,"Judith_Barrington","_","f","_","Joan_Barrington","1558","f","73","MOTHER",475,115,21,0,211,94,16,0,4575,652,128,0,25,"p","van","nan","nie","qnie","selpse","not"
"466208","BARRING_155","x","x","x","x","l",1631,1631,"William_Masham","_","m","_","Joan_Barrington","1558","f","73","MOTHER_IN_LAW",470,114,34,0,223,100,29,0,4101,637,221,0,20,"b","nan","act","nie","qnie","selact","not"
"466498","BARRING_160","x","x","x","x","l",1631,1631,"Gilbert_Gerard","_","m","_","Joan_Barrington","1558","f","73","MOTHER_IN_LAW",495,111,27,0,185,84,19,0,3677,633,168,0,16,"b","nan","act","nie","qnie","selact","not"
"466518","BARRING_160","x","x","x","x","l",1631,1631,"Gilbert_Gerard","_","m","_","Joan_Barrington","1558","f","73","MOTHER_IN_LAW",495,111,27,0,185,84,19,0,3677,633,168,0,16,"b","nan","act","nie","qnie","selact","not"
"466803","BARRING_168","x","x","x","x","l",1632,1632,"William_Masham","_","m","_","Joan_Barrington","1558","f","74","MOTHER_IN_LAW",471,113,20,1,210,95,18,1,4551,626,124,8,24,"b","nan","act","nie","qnie","selact","not"
"467061","BARRING_175","x","x","x","x","l",1632,1632,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","74","MOTHER",307,77,14,0,148,62,10,0,2564,395,81,0,14,"b","nan","act","nie","qnie","selact","not"
"467103","BARRING_176","x","x","x","x","l",1632,1632,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","74","MOTHER",586,150,27,0,275,132,21,0,5582,866,158,0,31,"b","nan","act","nie","qnie","selact","not"
"467146","BARRING_176","x","x","x","x","l",1632,1632,"Thomas_Barrington","_","m","_","Joan_Barrington","1558","f","74","MOTHER",586,150,27,0,275,132,21,0,5582,866,158,0,31,"b","nan","act","nie","qnie","selact","not"
"468085","BARRING_189","x","x","x","x","l",1632,1632,"Judith_Barrington","_","f","_","Thomas_Saunders","_","m","_","x",631,153,14,0,252,131,11,0,4831,854,75,0,28,"p","van","nan","nie","qnie","selpse","not"
"468108","BARRING_189","x","x","x","x","l",1632,1632,"Judith_Barrington","_","f","_","Thomas_Saunders","_","m","_","x",631,153,14,0,252,131,11,0,4831,854,75,0,28,"b","nan","act","nie","qnie","selact","not"
"468513","BASIRE_003","x","x","x","x","l",1654,1654,"Frances_Basire[n.corbett]","_","f","_","Isaac_Basire_Sr","1607","m","47","HUSBAND",1429,323,69,0,425,229,46,0,14559,1585,332,0,88,"b","nan","act","nie","qnie","selact","not"
"468921","BASIRE_006","x","x","x","x","l",1656,1656,"Frances_Basire[n.corbett]","_","f","_","Isaac_Basire_Sr","1607","m","49","HUSBAND",704,152,42,0,243,111,30,0,6177,763,208,0,34,"b","nan","act","nie","qnie","selact","not"
"469325","BASIRE_012","x","x","x","x","l",1666,1666,"Peter_Basire","1648","m","18","Isaac_Basire_Sr","1607","m","59","FATHER",485,117,28,0,206,98,20,0,4725,610,138,0,30,"b","nan","act","nie","qnie","selact","not"
"471383","BROWNE_005","x","x","x","x","l",1669,1669,"Thomas_Browne_Sr","1605","m","64","Edward_Browne","1644","m","25","SON",1436,321,85,40,481,228,57,35,13368,1876,479,271,77,"b","nan","act","nie","qnie","selact","not"
